         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 polar.py:758(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:985(_DOF_estimator)
        2    0.000    0.000    0.000    0.000 config.py:1564(<lambda>)
        1    0.000    0.000    0.000    0.000 art3d.py:539(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 server.py:979(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:337(BroadcastAtan2Op)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 ticker.py:1774(LinearLocator)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:458(DynamicGatherOp)
        1    0.000    0.000    0.000    0.000 linear_util.py:205(transformation2)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1576(IsPosInfOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:764(BroadcastOrOp)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3202(_Base)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolHandles)
        1    0.000    0.000    0.000    0.000 core.py:1841(DArray)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3725(ReduceOp)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:240(MeshOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1091(BroadcastShiftRightLogicalOp)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:228(BroadcastInSublanesOp)
        1    0.000    0.000    0.000    0.000 dtypes.py:85(ExtendedDType)
        1    0.000    0.000    0.000    0.000 distributed.py:37(State)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1189(BroadcastXorOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1238(BroadcastZetaOp)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:974(Residuals)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        1    0.000    0.000    0.000    0.000 scale.py:499(AsinhScale)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:250(iTXt)
        6    0.000    0.000    0.000    0.000 results.py:266(__len__)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 font_manager.py:311(FontEntry)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 polar.py:420(ThetaAxis)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2392(DynamicPadOp)
        1    0.000    0.000    0.000    0.000 _iinfo.py:29(iinfo)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4195(RngBitGeneratorOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1309(PackSubelementsOp)
        1    0.000    0.000    0.000    0.000 core.py:1791(DShapedArray)
        1    0.000    0.000    0.000    0.000 cloud_tpu_cluster.py:205(GkeTpuCluster)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:79(ConstantOp)
        3    0.000    0.000    0.000    0.000 custom_derivatives.py:478(defvjp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:568(BroadcastMaxOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:617(BroadcastMinOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1140(BroadcastSubOp)
        5    0.000    0.000    0.000    0.000 vectorize.py:268(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        1    0.000    0.000    0.000    0.000 warnings.py:518(deprecated)
        1    0.000    0.000    0.000    0.000 collections.py:2221(PolyQuadMesh)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1109(OffsetImage)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1930(StridedLoadOp)
        1    0.000    0.000    0.000    0.000 api.py:1351(PmapCallInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:768(_get_backend_or_none)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 ImageFile.py:110(ImageFile)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:23(AbsOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:828(IotaOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:715(BroadcastNextAfterOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:813(BroadcastPolygammaOp)
        2    0.000    0.000    0.000    0.000 rcsetup.py:457(validate_ps_distiller)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        5    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:777(Filter)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(_validate_date)
        1    0.000    0.000    0.000    0.000 ImageFile.py:398(Parser)
        1    0.000    0.000    0.000    0.000 ticker.py:1131(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1480(PercentFormatter)
        1    0.000    0.000    0.000    0.000 core.py:3207(QuotedString)
        1    0.000    0.000    0.000    0.000 widgets.py:2860(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 partial_eval.py:517(JaxprTracer)
        5    0.000    0.000    0.000    0.000 xla.py:143(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolXScale)
        1    0.000    0.000    0.000    0.000 parse.py:829(__getattr__)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2473(DynamicSliceOp)
        3    0.000    0.000    0.000    0.000 dtypes.py:349(_issubclass)
        1    0.000    0.000    0.000    0.000 lax.py:747(DotAlgorithm)
       10    0.000    0.000    0.000    0.000 lax.py:2113(<lambda>)
        6    0.000    0.000    0.000    0.000 effects.py:91(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        1    0.000    0.000    0.000    0.000 warnings.py:442(catch_warnings)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        1    0.000    0.000    0.000    0.000 colors.py:1882(SymLogNorm)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 transforms.py:2464(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 core.py:3776(WordEnd)
        1    0.000    0.000    0.000    0.000 cm.py:59(ColormapRegistry)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3580(ShowBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:675(TextArea)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 config.py:1656(<lambda>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4154(ReverseOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2082(TraceStartOp)
        1    0.000    0.000    0.000    0.000 stages.py:213(XlaExecutable)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:371(PropagationBarrierOp)
        1    0.000    0.000    0.000    0.000 partial_eval.py:1623(JaxprStackFrame)
        3    0.000    0.000    0.000    0.000 config.py:606(validate)
       14    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1978(StridedStoreOp)
        1    0.000    0.000    0.000    0.000 batching.py:384(BatchTracer)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 image.py:1407(BboxImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:792(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2350(DynamicIotaOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4678(SetDimensionSizeOp)
        1    0.000    0.000    0.000    0.000 stages.py:312(XlaLowering)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:413(ReshardOp)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 prng.py:70(PRNGImpl)
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 core.py:3478(dtype)
        8    0.000    0.000    0.000    0.000 utils.py:34(_argnum_weak_type)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
        1    0.000    0.000    0.000    0.000 axis.py:387(XTick)
        1    0.000    0.000    0.000    0.000 config.py:752(Flag)
        1    0.000    0.000    0.000    0.000 logging_config.py:116(_disable_all_debug_logging)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1165(SPMDAxisContext)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 widgets.py:329(Slider)
        1    0.000    0.000    0.000    0.000 calendar.py:442(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:479(ShardingConstraintOp)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:97(ConstantOp)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2213(vectorize)
        1    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 version.py:69(_BaseVersion)
        1    0.000    0.000    0.000    0.000 scale.py:409(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 colorbar.py:123(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 widgets.py:976(CheckButtons)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 image.py:1344(FigureImage)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 tpu.py:34(TraceOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2558(EinsumOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3151(MapOp)
        1    0.000    0.000    0.000    0.000 linear_util.py:86(Store)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 index_tricks.py:142(_AxisConcat)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 transforms.py:2645(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 getlimits.py:383(finfo)
        1    0.000    0.000    0.000    0.000 platform.py:864(_Processor)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:66(_DTypeDictBase)
        6    0.000    0.000    0.000    0.000 core.py:3582(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        9    0.000    0.000    0.000    0.000 core.py:1547(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:1210(PcolorImage)
        1    0.000    0.000    0.000    0.000 profiler.py:74(__init__)
        1    0.000    0.000    0.000    0.000 socketserver.py:523(UDPServer)
        1    0.000    0.000    0.000    0.000 convolution.py:35(ConvDimensionNumbers)
        1    0.000    0.000    0.000    0.000 colab_debugger.py:40(CodeViewer)
       11    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
       12    0.000    0.000    0.000    0.000 __init__.py:56(fget)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:269(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 gridspec.py:303(GridSpec)
        1    0.000    0.000    0.000    0.000 config.py:806(enum_flag)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3405(OutfeedOp)
        4    0.000    0.000    0.000    0.000 core.py:659(_aval_property)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 source_info_util.py:101(NameStack)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 lax.py:5786(InOutFeedEffect)
        1    0.000    0.000    0.000    0.000 lines.py:1468(AxLine)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
