         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:164(ManualComputationOp)
        1    0.000    0.000    0.000    0.000 platform.py:920(uname_result)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ompi_cluster.py:27(OmpiCluster)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 mlir.py:692(ModuleContext)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:239(BroadcastAddOp)
       28    0.000    0.000    0.000    0.000 mlir.py:350(register_attribute_handler)
        1    0.000    0.000    0.000    0.000 indexing.py:30(Slice)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
       10    0.000    0.000    0.000    0.000 config.py:558(validate)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
        2    0.000    0.000    0.000    0.000 deprecation.py:242(__init__)
        5    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 core.py:3033(Regex)
        1    0.000    0.000    0.000    0.000 core.py:1594(canonicalize_shape)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1694(RaggedDotOp)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_num)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 pxla.py:643(ParallelCallableInfo)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       11    0.000    0.000    0.000    0.000 custom_derivatives.py:144(defjvp)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:30(ImagePalette)
       10    0.000    0.000    0.000    0.000 traceback_util.py:106(_is_reraiser_frame)
        1    0.000    0.000    0.000    0.000 layout.py:33(DeviceLocalLayout)
        1    0.000    0.000    0.000    0.000 path_random.py:326(RandomGreedy)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:596(_validate_greaterthan_minushalf)
       12    0.000    0.000    0.000    0.000 __init__.py:55(<genexpr>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:447(BatchNormGradOp)
        2    0.000    0.000    0.000    0.000 rcsetup.py:582(validate_sketch)
        2    0.000    0.000    0.000    0.000 rcsetup.py:793(_validate_legend_loc)
        5    0.000    0.000    0.000    0.000 custom_api_util.py:18(register_custom_decorator_type)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       29    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 transforms.py:1894(Affine2D)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1036(ParsedPartitionSpec)
        1    0.000    0.000    0.000    0.000 Image.py:3721(register_extensions)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3476(_Backend)
        1    0.000    0.000    0.000    0.000 cli_debugger.py:26(CliDebugger)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 colors.py:1555(CenteredNorm)
        1    0.000    0.000    0.000    0.000 core.py:198(ClosedJaxpr)
        1    0.000    0.000    0.000    0.000 cloud_tpu_cluster.py:174(GceTpuCluster)
        1    0.000    0.000    0.000    0.000 __init__.py:1835(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2733(GatherOp)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 lax.py:6501(BIntRules)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stack.py:29(Stack)
        5    0.000    0.000    0.000    0.000 <frozen os>:855(fsdecode)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 colors.py:2327(LightSource)
        1    0.000    0.000    0.000    0.000 colors.py:677(Colormap)
        1    0.000    0.000    0.000    0.000 core.py:6726(MaskedConstant)
        1    0.000    0.000    0.000    0.000 collections.py:1954(_MeshData)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1843(StoreOp)
       16    0.000    0.000    0.000    0.000 deprecation.py:174(__set_name__)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 patches.py:2276(_Style)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5217(TriangularSolveOp)
        1    0.000    0.000    0.000    0.000 pxla.py:3005(JitGlobalCppCacheKeys)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 collections.py:1520(EventCollection)
        1    0.000    0.000    0.000    0.000 axis.py:509(Ticker)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 core.py:1024(TracingContext)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 ticker.py:1327(EngFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1090(TransformedBbox)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2570(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 prng.py:439(KeyTy)
        6    0.000    0.000    0.000    0.000 config.py:1522(_update_transfer_guard)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 util.py:684(test_event)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:605(BatchNormTrainingOp)
        6    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
       11    0.000    0.000    0.000    0.000 ufuncs.py:70(binary_ufunc)
        7    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5006(SqrtOp)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:115(DataFlowEdgeOp)
        1    0.000    0.000    0.000    0.000 indexing.py:128(NDIndexer)
        4    0.000    0.000    0.000    0.000 core.py:3506(parseImpl)
       22    0.000    0.000    0.000    0.000 core.py:3563(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:530(BatchNormInferenceOp)
        1    0.000    0.000    0.000    0.000 tree_util.py:725(keystr)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        3    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 cloud_tpu_init.py:49(jax_force_tpu_init)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:58(CallOp)
        1    0.000    0.000    0.000    0.000 pjit.py:137(PjitInfo)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:666(BroadcastMulOp)
        1    0.000    0.000    0.000    0.000 colab_lib.py:104(StaticDOMElement)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4935(SortOp)
        1    0.000    0.000    0.000    0.000 array.py:64(Shard)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:862(BroadcastPowOp)
        6    0.000    0.000    0.000    0.000 linecache.py:47(checkcache)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
       24    0.000    0.000    0.000    0.000 core.py:4365(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:544(__getattr__)
        8    0.000    0.000    0.000    0.000 config.py:444(validator)
        3    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 config.py:975(_update_jax_memories_global)
        1    0.000    0.000    0.000    0.000 source_info_util.py:163(new_source_info)
        1    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:993(BroadcastShiftLeftOp)
        1    0.000    0.000    0.000    0.000 ticker.py:1983(MaxNLocator)
        1    0.000    0.000    0.000    0.000 axis3d.py:755(ZAxis)
        1    0.000    0.000    0.000    0.000 pxla.py:954(UnloadedPmapExecutable)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:972(CollectiveBroadcastOp)
        1    0.000    0.000    0.000    0.000 core.py:557(Trace)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2282(DynamicGatherOp)
        2    0.000    0.000    0.000    0.000 custom_derivatives.py:196(defjvps)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(keys)
        5    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 types.py:83(RefBitcaster)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1695(TransformWrapper)
        1    0.000    0.000    0.000    0.000 registry.py:273(list_builtin)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 collections.py:1333(LineCollection)
        1    0.000    0.000    0.000    0.000 api.py:2497(ShapeDtypeStruct)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 extras.py:1806(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3273(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 tpu.py:47(RegionOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3449(PadOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:348(CreateSubelementMaskOp)
        1    0.000    0.000    0.000    0.000 hardware_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stages.py:599(Lowered)
        1    0.000    0.000    0.000    0.000 types.py:123(RefReshaper)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        5    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       11    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 colors.py:560(ColorConverter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:563(DrawingArea)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1185(MemRefSliceOp)
        5    0.000    0.000    0.000    0.000 vectorize.py:265(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:1301(__init__)
       19    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 Image.py:3871(Exif)
        2    0.000    0.000    0.000    0.000 results.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ast.py:71(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 transforms.py:1286(Transform)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:431(__init__)
       17    0.000    0.000    0.000    0.000 traceback.py:338(__len__)
        1    0.000    0.000    0.000    0.000 string.py:287(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 transforms.py:2680(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 core.py:3523(White)
        1    0.000    0.000    0.000    0.000 logging_config.py:128(update_debug_log_modules)
        1    0.000    0.000    0.000    0.000 mlir.py:1287(TokenSet)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:288(BroadcastAndOp)
       12    0.000    0.000    0.000    0.000 core.py:5844(postParse)
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 widgets.py:1536(RadioButtons)
        4    0.000    0.000    0.000    0.000 config.py:97(_read)
        1    0.000    0.000    0.000    0.000 socketserver.py:155(BaseServer)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 colors.py:971(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 fnmatch.py:157(_join_translated_parts)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3666(RecvOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1088(CompareOp)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api_util.py:728(_HashableByObjectId)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:23(CallIndirectOp)
        7    0.000    0.000    0.000    0.000 getlimits.py:159(_register_type)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 contextlib.py:363(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:289(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 colab_lib.py:45(DynamicDOMElement)
        1    0.000    0.000    0.000    0.000 ImageFile.py:644(PyCodec)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 polar.py:158(PolarAffine)
        1    0.000    0.000    0.000    0.000 pxla.py:1665(DeviceAssignmentMismatch)
        3    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4613(SendOp)
        1    0.000    0.000    0.000    0.000 stages.py:67(Executable)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 partial_eval.py:100(PartialVal)
        8    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 discharge.py:126(register_discharge_rule)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _util.py:13(DeferredError)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        1    0.000    0.000    0.000    0.000 image.py:861(AxesImage)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2947(InfeedOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:594(EnqueueDMAOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2026(TraceOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4870(SliceOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1719(ShuffledLoadOp)
        1    0.000    0.000    0.000    0.000 partial_eval.py:2371(TracerAsName)
        2    0.000    0.000    0.000    0.000 pjit.py:600(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 core.py:6826(__setattr__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1966(DotOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2146(UnpackSubelementsOp)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        2    0.000    0.000    0.000    0.000 __init__.py:1682(addHandler)
        1    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 version.py:422(major)
        1    0.000    0.000    0.000    0.000 config.py:76(Config)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:860(CholeskyOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1781(ShuffledStoreOp)
        1    0.000    0.000    0.000    0.000 compilation_cache_interface.py:23(CacheInterface)
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1302(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        7    0.000    0.000    0.000    0.000 _axes.py:47(_make_axes_method)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1030(CollectivePermuteOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:690(GatherOp)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 types.py:207(TransformedRef)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:470(BroadcastComplexOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1408(RepeatOp)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:911(BroadcastRemOp)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        9    0.000    0.000    0.000    0.000 batching.py:990(defreducer)
        6    0.000    0.000    0.000    0.000 typing.py:3150(<genexpr>)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:379(PngStream)
        2    0.000    0.000    0.000    0.000 Image.py:3710(register_extension)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:856(register_plugin_callbacks)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4320(RoundOp)
        1    0.000    0.000    0.000    0.000 core.py:302(JaxprEqn)
        1    0.000    0.000    0.000    0.000 core.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 mlir.py:799(LoweringRuleContext)
        1    0.000    0.000    0.000    0.000 ad_util.py:62(Zero)
        1    0.000    0.000    0.000    0.000 core.py:30(_DictWrapper)
        9    0.000    0.000    0.000    0.000 discharge.py:127(register)
        1    0.000    0.000    0.000    0.000 Image.py:3645(register_open)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:270(ConcatenateOp)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 config.py:1283(_update_x64_global)
       15    0.000    0.000    0.000    0.000 results.py:460(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1424(DraggableBase)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:519(BroadcastDivOp)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:1277(TextBox)
        1    0.000    0.000    0.000    0.000 mesh.py:43(ResourceEnv)
       17    0.000    0.000    0.000    0.000 _local.py:298(root)
       17    0.000    0.000    0.000    0.000 config.py:772(_set)
        1    0.000    0.000    0.000    0.000 colors.py:1460(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 dates.py:1719(DateConverter)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 polar.py:299(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2231(VectorStoreOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:777(CaseOp)
        1    0.000    0.000    0.000    0.000 socketserver.py:392(TCPServer)
        1    0.000    0.000    0.000    0.000 partial_eval.py:1818(DynamicJaxprTrace)
        2    0.000    0.000    0.000    0.000 dispatch.py:106(simple_impl)
        1    0.000    0.000    0.000    0.000 pxla.py:3043(MeshExecutable)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1042(BroadcastShiftRightArithmeticOp)
        1    0.000    0.000    0.000    0.000 fused_attention_stablehlo.py:38(FP8Params)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5424(_update_ignorer)
        1    0.000    0.000    0.000    0.000 server.py:646(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:23(AcosOp)
        2    0.000    0.000    0.000    0.000 paths.py:1380(register_path_fn)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        1    0.000    0.000    0.000    0.000 cbook.py:570(Stack)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:750(PngImageFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:156(ChunkStream)
        1    0.000    0.000    0.000    0.000 ticker.py:2711(LogitLocator)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3774(ReducePrecisionOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2655(FftOp)
        1    0.000    0.000    0.000    0.000 stages.py:380(Stage)
        1    0.000    0.000    0.000    0.000 partial_eval.py:144(JaxprTrace)
        1    0.000    0.000    0.000    0.000 array_api_metadata.py:48(ArrayNamespaceInfo)
        2    0.000    0.000    0.000    0.000 rcsetup.py:568(validate_bbox)
        4    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        2    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:162(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 gridspec.py:731(SubplotParams)
        1    0.000    0.000    0.000    0.000 dates.py:1133(RRuleLocator)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4242(RngOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5119(TorchIndexSelectOp)
        1    0.000    0.000    0.000    0.000 glob.py:34(iglob)
        1    0.000    0.000    0.000    0.000 Image.py:3039(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 text.py:1448(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 initializers.py:46(Initializer)
        3    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1424(StructuredVoidFormat)
        2    0.000    0.000    0.000    0.000 rcsetup.py:639(_validate_minor_tick_ndivs)
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 core.py:1317(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 core.py:6529(mvoid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:900(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:941(LogOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2920(ImagOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1849(DivOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:130(AssumeMultipleOp)
        1    0.000    0.000    0.000    0.000 core.py:430(Primitive)
        1    0.000    0.000    0.000    0.000 core.py:1915(MutableArray)
        1    0.000    0.000    0.000    0.000 core.py:1530(_dtype_object)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1847(TopKOp)
        7    0.000    0.000    0.000    0.000 array_methods.py:1059(_forward_property_to_aval)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:1342(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:83(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
